	Pto_col_1	Pto_col_2	Pto_col_3	Pto_col_4	Pto_col_5	Pto_col_6	Pto_col_7	Pto_col_8	Pto_col_9	Pto_col_10	Pto_col_11	Pto_col_12	Pto_col_13	Pto_vitro_1	Pto_vitro_2
PSPTO_0593-anthranilate phosphoribosyltransferase 	92	167	140	120	75	120	24	46	94	100	153	92	112	63	79
PSPTO_0594-indole-3-glycerol phosphate synthase 	82	154	114	191	79	152	44	67	79	132	139	44	88	64	44
PSPTO_0595-hypothetical protein 	93	223	93	146	52	154	11	55	52	127	125	55	65	74	76
PSPTO_0596-catabolite gene activator Crp 	14	52	12	33	6	20	3	2	15	13	25	2	5	39	14
PSPTO_0597-OsmC/Ohr family protein 	194	337	122	109	173	301	55	108	209	295	286	92	136	224	77
PSPTO_0598-S-adenosylmethionine decarboxylase 	1706	1867	1194	1163	1435	1967	1107	1398	1882	2070	2435	719	1119	2326	869
PSPTO_0599-hypothetical protein 	522	582	353	441	664	1107	269	238	413	784	1108	393	521	504	285
PSPTO_0600-HIT family protein 	165	330	153	207	237	405	115	159	238	240	399	147	113	387	242
PSPTO_0601-short chain dehydrogenase/reductase family oxidoreductase 	82	121	60	107	66	138	28	69	82	114	106	50	46	76	62
PSPTO_0602-hypothetical protein 	52	83	68	86	48	83	29	39	41	54	50	29	11	74	42
PSPTO_0603-hypothetical protein 	60	49	53	68	72	101	15	55	40	76	119	46	41	151	113
PSPTO_0604-N-acetyl-gamma-glutamyl-phosphate reductase 	1111	2022	869	1463	920	1609	456	882	1065	1577	1600	627	654	792	453
PSPTO_0605-HesB/YadR/YfhF family protein 	331	475	287	274	521	852	262	224	321	466	943	389	479	451	310
PSPTO_0606-hypothetical protein 	460	1076	430	431	454	825	190	240	339	554	719	346	436	553	370
"PSPTO_0607-peptidase, M23/M37 family "	1171	1666	1115	938	1154	1907	514	709	828	1151	1527	749	838	1613	1196
PSPTO_0608-hypothetical protein 	2	0	0	0	0	2	0	0	0	0	0	2	0	1	0
PSPTO_0609-tyrosyl-tRNA synthetase 	318	660	318	737	379	632	108	192	287	336	543	356	385	246	142
PSPTO_0610-tyrosyl-tRNA synthetase 	20	51	34	48	31	74	10	18	29	27	58	18	18	90	61
PSPTO_0611-pantothenate kinase 	20	53	30	73	14	34	6	7	14	33	66	23	11	53	15
PSPTO_0612-hypothetical protein 	111	276	56	120	60	126	34	56	96	156	99	88	118	222	126
PSPTO_0613-hypothetical protein 	1050	2876	1226	1306	849	1494	303	347	596	871	1213	639	664	787	384
PSPTO_0614-hypothetical protein 	556	1808	607	1024	704	1235	347	199	343	552	834	334	266	403	220
PSPTO_0615-50S ribosomal protein L11 	2410	1976	940	1600	1403	2790	217	730	1863	1974	2160	896	884	926	242
PSPTO_0616-50S ribosomal protein L1 	8870	8224	6162	9123	5706	9560	1995	3528	6476	7020	9227	3372	3099	1847	707
PSPTO_0617-50S ribosomal protein L10 	4771	5781	4167	4773	4380	6971	1942	2271	3395	4541	7238	2629	3022	1873	1161
PSPTO_0618-50S ribosomal protein L7/L12 	1861	3679	2325	2865	1819	2588	534	673	1499	2055	2726	902	1078	748	509
PSPTO_0619-50S ribosomal protein L7/L12 	7107	10382	6248	9995	5159	9426	2573	3604	4748	6219	8477	2731	3085	2836	1404
PSPTO_0620-50S ribosomal protein L7/L12 	7118	10519	6467	9867	5913	10175	2454	3335	5218	6860	10337	3264	3868	4512	2674
PSPTO_0621-50S ribosomal protein L7/L12 	3409	2025	1969	1811	2288	4020	653	1956	2908	3226	3412	1598	1599	1384	469
PSPTO_0622-30S ribosomal protein S7 	2578	3237	2306	4309	3051	5593	2573	4697	3287	3722	4269	961	1041	1125	469
PSPTO_0623-translation elongation factor G 	16782	19489	12867	16189	13269	21557	7166	8969	12662	16217	20108	6021	6859	5491	2010
PSPTO_0624-translation elongation factor Tu 	12339	26474	14936	22651	9629	14700	4733	7486	8279	12972	15554	5496	6366	7108	4202
PSPTO_0625-30S ribosomal protein S10 	4352	5385	2220	3286	3428	6009	810	2307	3393	4943	5658	1832	2164	1815	819
PSPTO_0626-50S ribosomal protein L3 	9622	12577	10003	13697	6840	11135	2881	4175	6982	9386	10679	3743	4237	2722	1220
PSPTO_0627-50S ribosomal protein L4 	1297	3463	2012	2480	1335	2184	609	694	984	1500	1790	552	685	374	177
PSPTO_0628-50S ribosomal protein L23 	379	404	274	505	308	568	25	194	393	480	560	160	159	130	56
PSPTO_0629-50S ribosomal protein L2 	2805	3854	2106	3745	2188	3807	1193	1619	2053	3025	3414	1170	1262	1033	541
PSPTO_0630-30S ribosomal protein S19 	1147	1164	473	1079	578	1096	183	399	760	1115	1120	532	563	175	104
PSPTO_0631-50S ribosomal protein L22 	529	655	424	1021	421	851	210	344	353	545	682	222	263	273	52
PSPTO_0632-30S ribosomal protein S3 	3894	6742	3705	7246	2924	4807	1597	2209	2513	4367	5073	1787	2133	1835	623
PSPTO_0633-50S ribosomal protein L16 	3277	8054	3025	7210	2559	4498	616	1664	1740	3016	5439	2014	2456	883	610
PSPTO_0634-50S ribosomal protein L29 	173	191	119	207	102	223	21	70	117	157	237	84	85	123	21
PSPTO_0635-30S ribosomal protein S17 	815	1965	653	1515	907	1327	449	619	712	976	1287	361	425	567	83
PSPTO_0636-50S ribosomal protein L14 	2408	1761	1119	1035	1280	2492	362	876	1741	2149	2287	940	1171	1611	331
PSPTO_0637-50S ribosomal protein L24 	4878	5640	2867	3528	3221	5760	1352	1918	4979	5973	5499	2744	3160	3228	917
PSPTO_0638-50S ribosomal protein L5 	3337	4615	2537	2792	4331	6551	1716	2216	3726	4563	6390	1684	2038	5462	1892
PSPTO_0639-30S ribosomal protein S14 	1185	2276	1671	1508	2267	3197	801	1209	1730	2448	3075	806	1045	2183	1361
PSPTO_0640-30S ribosomal protein S8 	3990	4631	2544	3384	2812	5573	602	1324	2603	3560	4656	1624	2061	1460	418
PSPTO_0641-50S ribosomal protein L6 	10967	12585	6913	14156	5501	10894	1196	4692	7039	8493	9770	3626	3839	2512	802
PSPTO_0642-50S ribosomal protein L18 	11905	8532	6008	8843	5990	11296	1789	4925	8493	10110	10206	4477	4641	2171	941
PSPTO_0643-30S ribosomal protein S5 	837	1258	783	1591	780	1378	378	591	615	876	1214	405	496	434	159
PSPTO_0644-50S ribosomal protein L30 	75	114	89	139	71	157	19	44	59	91	101	40	60	40	15
PSPTO_0645-50S ribosomal protein L15 	680	1483	1212	1593	792	1240	218	348	452	824	1164	413	485	539	150
PSPTO_0646-preprotein translocase subunit SecY 	3364	2233	1828	2584	2512	3898	763	1439	2214	3185	2903	1190	1265	3579	1189
PSPTO_0647-50S ribosomal protein L36 	2518	2492	1740	2692	2008	2608	910	1272	1944	2803	2614	1008	1030	1079	431
PSPTO_0648-30S ribosomal protein S13 	14656	23686	10522	22829	8839	16295	2076	7572	9872	14066	17413	7062	7666	10266	5820
PSPTO_0649-30S ribosomal protein S11 	1464	3269	1932	2836	1787	2400	1469	1140	1192	1756	2149	493	700	466	257
PSPTO_0650-30S ribosomal protein S4 	551	500	692	751	562	891	313	355	408	711	673	237	292	430	121
PSPTO_0651-DNA-directed RNA polymerase subunit alpha 	6943	8293	5046	9177	4112	7057	785	2129	3209	4696	7220	3100	3211	3180	1392
PSPTO_0652-50S ribosomal protein L17 	527	1336	886	1677	644	830	181	417	341	616	1025	298	370	462	388
PSPTO_0653-bacterioferritin 	67	114	74	71	82	132	18	32	79	72	132	55	79	514	475
PSPTO_0654-excinuclease ABC subunit A 	547	957	505	911	491	808	212	251	417	582	881	279	352	542	397
PSPTO_0655-major facilitator family transporter 	1578	2402	863	1173	1254	2472	550	870	1397	1662	2120	961	982	1068	515
PSPTO_0656-single-stranded DNA-binding protein 	2091	4049	1902	2375	1838	3222	715	1073	1787	2379	3123	1284	1405	1966	1407
PSPTO_0657-hypothetical protein 	18	33	24	32	35	45	8	26	39	84	120	37	34	128	89
PSPTO_0658-hypothetical protein 	124	205	102	63	140	212	25	57	196	236	307	96	115	300	124
PSPTO_0659-inositol monophosphatase family protein 	6	23	3	61	7	21	8	8	12	11	15	7	11	21	7
PSPTO_0660-glycerophosphoryl diester phosphodiesterase 	5	53	35	15	19	17	5	12	11	34	38	21	12	46	24
"PSPTO_0661-glycerol-3-phosphate ABC transporter, ATP-binding protein "	3	13	4	29	10	29	4	4	12	12	17	7	0	9	15
PSPTO_0662-glycerol-3-phosphate ABC transporter permease 	7	0	9	10	5	8	8	8	8	5	13	5	0	7	12
PSPTO_0663-glycerol-3-phosphate ABC transporter permease 	0	0	0	0	0	3	0	2	0	4	23	1	2	1	0
PSPTO_0664-glycerol-3-phosphate ABC transporter substrate-binding protein 	0	5	9	1	8	6	4	15	7	9	10	12	4	12	8
PSPTO_0665-ROK family protein 	105	169	88	52	89	181	46	87	103	139	135	72	74	289	162
PSPTO_0666-hypothetical protein 	185	204	70	129	217	240	105	113	190	249	239	96	84	585	346
PSPTO_0667-short-chain dehydrogenase/reductase family oxidoreductase 	33	15	11	34	34	37	12	14	27	8	26	20	14	63	55
PSPTO_0668-hypothetical protein 	108	157	67	73	93	153	38	48	122	163	204	91	126	161	70
"PSPTO_0669-ISPsy5, Orf1 "	0	0	0	0	1	2	0	0	0	0	6	0	0	0	0
"PSPTO_0670-ISPsy5, transposase "	1	0	0	4	2	8	4	3	4	0	7	1	7	15	6
PSPTO_0671-TonB-dependent receptor 	38	33	42	105	42	75	27	30	55	78	90	28	25	61	62
PSPTO_0672-TonB system transport protein ExbD 	0	0	0	2	0	2	1	0	2	0	1	5	2	6	3
PSPTO_0673-TonB system transport protein ExbB 	0	21	0	4	8	5	3	2	0	2	6	0	2	7	0
PSPTO_0674-tonB domain protein 	0	0	0	5	2	0	0	0	0	2	0	0	0	4	1
PSPTO_0675-arylesterase 	56	66	24	249	38	69	30	35	32	48	80	26	51	27	24
PSPTO_0676-mechanosensitive ion channel family protein 	112	260	106	230	146	237	62	102	122	229	217	91	91	254	128
PSPTO_0677-lipopolysaccharide biosynthesis protein 	1614	2300	1313	1168	1457	2415	468	721	1317	1657	2236	888	895	1427	770
PSPTO_0678-NAD-dependent epimerase/dehydratase family protein 	362	652	308	221	316	556	120	198	370	369	541	247	224	339	220
PSPTO_0679-outer membrane protein OmpW 	238	337	190	192	184	305	75	139	108	188	268	147	114	21506	15562
PSPTO_0680-lipoprotein 	54	68	32	22	54	81	7	24	59	61	60	10	28	30	15
PSPTO_0681-permease 	21	35	16	32	34	81	9	8	25	30	29	16	22	59	41
PSPTO_0682-ABC transporter ATP-binding protein 	35	96	43	66	39	31	23	19	38	29	44	12	15	32	24
PSPTO_0683-hypothetical protein 	325	381	195	412	269	399	101	81	225	391	384	179	130	284	149
PSPTO_0684-hypothetical protein 	0	26	1	8	13	23	6	0	8	14	8	1	8	2	1
PSPTO_0685-hypothetical protein 	16	22	18	29	37	49	7	22	16	28	67	14	27	22	13
PSPTO_0686-thioredoxin 	457	471	229	317	313	572	114	220	364	431	760	206	177	308	163
PSPTO_0687-hypothetical protein 	6	27	20	21	15	29	18	18	32	25	33	14	11	38	7
PSPTO_0688-lipoprotein 	14	50	24	30	42	101	24	71	42	64	60	21	21	130	63
PSPTO_0689-hypothetical protein 	102	342	98	100	162	264	21	72	108	187	279	132	119	327	165
PSPTO_0690-riboflavin biosynthesis protein RibD 	389	526	302	403	243	423	34	149	329	503	532	232	249	363	254
PSPTO_0691-riboflavin synthase subunit alpha 	491	407	150	241	269	513	38	281	354	463	518	230	207	461	245
"PSPTO_0692-bifunctional 3,4-dihydroxy-2-butanone 4-phosphate synthase/GTP cyclohydrolase II-like protein "	1291	1901	956	1633	797	1610	507	948	879	1510	1597	693	718	795	702
"PSPTO_0693-6,7-dimethyl-8-ribityllumazine synthase "	419	385	272	296	350	620	146	243	307	425	496	181	230	434	220
PSPTO_0694-N utilization substance protein B 	151	301	262	197	197	379	76	118	122	138	227	90	81	117	103
PSPTO_0695-thiamine monophosphate kinase 	285	346	286	302	231	462	95	136	153	220	351	150	170	108	75
PSPTO_0696-GTP cyclohydrolase II 	315	679	287	379	242	412	72	132	219	376	383	215	189	358	156
PSPTO_0697-hypothetical protein 	92	231	102	116	130	170	21	67	89	120	203	66	79	90	62
PSPTO_0698-deoxyxylulose-5-phosphate synthase 	1038	1991	855	1415	888	1504	304	479	714	923	1365	651	624	598	368
PSPTO_0699-geranyltranstransferase 	403	971	343	411	416	638	244	346	350	533	690	242	223	347	272
PSPTO_0700-exodeoxyribonuclease VII small subunit 	256	306	172	248	199	368	170	261	238	349	415	142	107	243	128
PSPTO_0701-cystathionine beta-lyase 	41	97	55	107	56	92	23	53	32	44	72	31	24	61	110
PSPTO_0702-hypothetical protein 	39	167	52	145	58	82	39	40	45	44	109	50	56	71	72
PSPTO_0703-putative S-transferase 	101	110	43	134	76	126	18	92	97	98	159	56	54	72	72
"PSPTO_0704-O-antigen ABC transporter, permease protein "	2	0	9	1	8	2	4	0	0	6	6	5	13	4	4
"PSPTO_0705-O-antigen ABC transporter, ATP-binding protein "	0	0	0	4	0	2	2	0	3	0	0	0	0	2	5
PSPTO_0706-lipopolysaccharide biosynthesis protein 	5	21	11	4	7	12	0	12	15	3	5	4	2	15	10
PSPTO_0707-hypothetical protein 	4	0	0	8	3	9	1	0	6	6	15	5	8	9	3
PSPTO_0708-HAD-superfamily hydrolase 	0	12	8	13	18	16	12	8	13	10	25	8	5	24	28
PSPTO_0709-hypothetical protein 	8	39	10	19	14	23	16	12	28	12	15	2	9	16	21
PSPTO_0710-hypothetical protein 	0	0	10	0	4	5	3	1	0	6	5	2	1	11	5
PSPTO_0711-hypothetical protein 	28	22	24	27	27	45	14	35	44	63	54	15	22	74	66
PSPTO_0712-hypothetical protein 	22	3	4	7	16	9	1	6	21	9	17	6	3	6	4
PSPTO_0713-hypothetical protein 	75	78	9	60	31	60	16	19	24	50	63	43	33	85	57
PSPTO_0714-autotransporter 	32	88	37	77	43	72	23	26	35	49	43	23	26	89	40
PSPTO_0715-hypothetical protein 	24	37	5	8	9	12	4	6	8	15	22	19	30	23	8
PSPTO_0716-DNA-binding protein 	89	105	45	106	57	83	35	50	91	184	145	63	47	178	85
PSPTO_0717-DNA-binding protein 	59	30	18	0	23	51	4	26	36	87	87	17	43	114	33
PSPTO_0718-hypothetical protein 	14	10	0	3	5	11	3	2	13	5	16	8	10	9	12
PSPTO_0719-hypothetical protein 	5	3	0	0	3	12	0	0	4	1	3	0	5	12	1
PSPTO_0720-hypothetical protein 	17	44	3	22	21	27	1	17	21	39	44	16	19	75	26
PSPTO_0721-transcriptional regulator 	25	67	18	18	19	26	2	16	19	25	19	19	10	47	30
PSPTO_0722-inorganic pyrophosphatase 	2157	4206	2374	4082	2617	3857	2052	3602	1925	2231	3880	1050	873	2334	1151
PSPTO_0723-hypothetical protein 	230	440	127	248	196	316	99	157	155	223	354	136	203	212	124
PSPTO_0724-DedA family protein 	179	175	109	283	103	306	45	139	110	201	264	92	118	288	253
PSPTO_0725-GNAT family acetyltransferase 	13	45	2	17	17	45	13	7	24	36	51	16	13	124	43
"PSPTO_0726-ethanolamine ammonia-lyase, light subunit "	19	27	18	49	16	52	7	26	26	45	50	31	13	50	35
"PSPTO_0727-ethanolamine ammonia-lyase, heavy subunit "	319	480	239	538	187	322	118	186	259	392	468	135	149	256	196
PSPTO_0728-aldehyde dehydrogenase family protein 	724	715	443	1119	503	829	239	422	574	812	918	472	495	2863	1746
PSPTO_0729-UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase 	258	495	180	421	190	334	139	231	161	201	326	121	127	246	194
PSPTO_0730-aromatic acid decarboxylase 	23	23	24	13	31	41	8	11	15	31	59	14	33	38	27
PSPTO_0731-lipoprotein 	31	145	55	36	56	91	19	22	42	69	86	25	21	45	50
PSPTO_0732-hypothetical protein 	41	58	50	56	63	95	16	38	53	39	93	21	17	99	66
PSPTO_0733-MORN repeat-containing protein 	400	385	239	400	347	533	120	243	319	455	566	163	175	300	193
PSPTO_0734-MaoC-like domain protein 	39	24	1	14	21	19	12	15	6	20	63	20	12	101	60
PSPTO_0735-LrgA family protein 	18	38	23	6	15	31	2	0	19	19	28	9	8	15	3
PSPTO_0736-membrane protein 	12	23	21	8	14	12	3	9	15	13	17	19	12	20	1
PSPTO_0737-ATP-dependent protease La domain-containing protein 	115	204	121	195	91	122	39	76	104	130	185	79	91	99	67
PSPTO_0738-lipoprotein 	83	159	43	124	80	102	14	37	49	112	71	52	70	129	165
PSPTO_0739-lipoprotein 	73	109	28	97	42	114	25	47	47	71	96	18	41	85	111
PSPTO_0740-smtA protein 	75	186	61	138	60	110	11	46	82	72	103	50	44	48	46
PSPTO_0741-hypothetical protein 	53	52	30	55	32	81	7	14	22	38	46	14	17	31	5
PSPTO_0742-MaoC-like domain protein 	71	62	58	202	29	62	33	24	24	68	84	17	16	69	73
PSPTO_0743-3-ketoacyl-(acyl-carrier-protein) reductase 	474	553	338	825	306	619	57	106	282	475	728	166	152	284	232
PSPTO_0744-acetyl-CoA acetyltransferase 	36	33	48	105	50	48	16	13	18	32	49	13	5	30	31
PSPTO_0745-hypothetical protein 	38	49	14	33	26	51	6	16	18	39	47	22	6	50	19
PSPTO_0746-hypothetical protein 	141	465	143	260	140	227	18	96	140	192	342	191	194	179	225
PSPTO_0747-transporter 	104	267	67	140	135	245	61	75	102	156	279	98	129	209	145
PSPTO_0748-RIO1 family protein 	171	393	234	273	260	467	73	246	257	410	527	146	139	268	297
PSPTO_0749-heavy metal-dependent transcriptional regulator 	26	0	49	117	34	70	17	27	22	36	89	28	24	21	55
PSPTO_0750-copper-translocating P-type ATPase 	220	756	392	1015	224	383	74	214	258	450	369	201	218	289	289
PSPTO_0751-hypothetical protein 	36	50	58	125	23	59	15	28	28	56	56	20	23	139	103
PSPTO_0752-copZ protein 	3	10	23	74	10	9	13	14	9	9	28	4	16	15	29
PSPTO_0753-Bcr/CflA family multidrug resistance transporter 	390	681	257	251	407	793	34	171	293	450	637	219	371	115	80
PSPTO_0754-alcohol dehydrogenase 	35	100	17	65	38	78	8	23	26	58	62	29	36	28	13
PSPTO_0755-LysR family transcriptional regulator 	1	23	9	11	7	19	8	9	12	14	14	8	8	45	25
PSPTO_0756-transcriptional regulator 	28	36	15	57	29	47	8	13	24	31	57	18	15	7	5
PSPTO_0757-adenosine deaminase 	723	825	423	691	438	759	156	316	353	482	701	227	250	731	501
PSPTO_0758-2OG-Fe(II) oxygenase family oxidoreductase 	71	126	50	131	40	63	9	23	57	58	42	38	62	64	41
PSPTO_0759-bmp family protein 	174	306	88	257	117	198	43	117	111	126	194	117	119	144	106
"PSPTO_0760-iron(III) dicitrate transport system, ATP-binding protein FecE "	36	114	63	70	61	74	29	34	58	65	72	39	75	44	11
"PSPTO_0761-iron(III) dicitrate transport system, permease protein FecD "	119	257	61	73	65	204	9	44	65	144	158	151	116	72	31
PSPTO_0762-iron-dicitrate transporter permease subunit 	101	194	31	49	46	103	11	54	40	35	83	40	51	96	73
"PSPTO_0763-iron(III) dicitrate transport system, periplasmic iron-binding protein FecB "	170	325	125	210	177	342	25	63	158	236	305	140	161	37	21
PSPTO_0764-calcium/proton antiporter 	50	45	46	71	28	116	29	38	22	58	122	22	39	58	17
PSPTO_0765-hydroxydechloroatrazine ethylaminohydrolase 	100	250	119	110	124	146	23	103	126	229	194	80	105	141	68
PSPTO_0766-short chain dehydrogenase 	109	152	68	146	85	193	49	67	74	129	106	42	83	156	149
PSPTO_0767-ABC transporter permease 	2	28	0	11	2	6	2	1	5	0	13	6	0	8	3
PSPTO_0768-ABC transporter permease 	5	8	10	24	12	6	1	4	3	11	7	7	0	7	18
PSPTO_0769-ABC transporter ATP-binding protein 	7	17	21	14	5	12	4	1	13	0	16	3	5	15	18
PSPTO_0770-hypothetical protein 	21	58	25	6	48	79	6	5	59	60	95	29	23	31	31
PSPTO_0771-TetR family transcriptional regulator 	86	220	82	165	118	155	52	85	129	163	187	63	82	186	115
PSPTO_0772-xanthine/uracil permease family protein 	186	363	209	197	290	375	79	123	225	284	416	191	222	320	161
PSPTO_0773-LysR family transcriptional regulator 	46	77	11	40	21	46	6	10	54	57	105	29	36	23	27
PSPTO_0774-beta-alanine--pyruvate aminotransferase 	147	159	131	189	156	235	59	140	71	153	180	117	120	26	5
PSPTO_0775-methylmalonate-semialdehyde dehydrogenase 	52	84	62	146	59	77	22	19	26	60	33	26	56	16	6
PSPTO_0776-methylmalonate-semialdehyde dehydrogenase 	294	575	297	522	216	452	58	155	219	320	455	155	140	183	122
PSPTO_0777-exodeoxyribonuclease V subunit beta 	395	1050	421	777	368	691	187	374	399	527	565	236	237	577	389
PSPTO_0778-exodeoxyribonuclease V subunit alpha 	182	378	126	155	129	275	48	100	128	194	231	39	98	285	208
PSPTO_0779-hypothetical protein 	10	15	9	10	9	16	1	4	7	25	17	9	8	14	0
"PSPTO_0780-ISPssy, transposase "	4	0	3	1	0	0	0	0	0	0	12	5	2	9	9
PSPTO_0781-LysR family transcriptional regulator 	61	59	75	40	37	130	24	49	57	119	115	26	46	62	37
PSPTO_0782-methylmalonate-semialdehyde dehydrogenase 	35	81	16	150	34	47	5	17	12	12	35	14	6	17	7
PSPTO_0783-3-hydroxyisobutyrate dehydrogenase 	31	39	21	146	20	37	28	7	18	18	22	7	7	41	20
PSPTO_0784-TonB-dependent siderophore receptor 	85	104	71	57	67	137	26	76	85	101	118	53	50	39	33
PSPTO_0785-sensor histidine kinase 	168	270	87	99	173	221	54	77	105	146	251	104	100	26	18
PSPTO_0786-DNA-binding response regulator 	158	228	132	138	176	331	62	159	138	234	349	124	137	26	8
PSPTO_0787-gamma-glutamyltranspeptidase 	164	253	79	214	151	192	96	127	113	180	238	82	82	144	118
"PSPTO_0788-phosphonate ABC transporter, permease protein "	45	84	46	40	50	93	16	24	39	76	68	63	32	46	13
"PSPTO_0789-phosphonate ABC transporter, permease protein "	18	60	11	31	10	23	9	13	20	18	21	19	29	21	12
"PSPTO_0790-phosphonate ABC transporter, ATP-binding protein "	82	128	37	65	41	62	12	32	51	29	70	41	55	35	20
PSPTO_0791-phosphonate ABC transporter periplasmic phosphonate-binding protein 	275	242	231	312	213	343	82	225	208	258	402	134	147	200	97
PSPTO_0792-hypothetical protein 	2	0	0	5	0	0	0	0	2	0	0	0	0	3	2
"PSPTO_0793-selenide, water dikinase "	74	89	65	80	56	74	11	30	61	65	84	23	30	34	14
PSPTO_0794-hypothetical protein 	45	82	38	115	35	72	7	7	43	54	68	27	11	21	6
PSPTO_0795-membrane protein 	22	46	25	17	10	30	8	17	13	17	20	15	27	37	30
PSPTO_0796-octylprenyl diphosphate synthase 	1105	2188	1135	2042	1057	2065	326	718	1166	1146	2516	879	841	1179	505
PSPTO_0797-50S ribosomal protein L21 	6428	7258	3677	3356	7200	10384	2276	4316	6329	7009	10475	4292	4850	8492	2377
PSPTO_0798-50S ribosomal protein L27 	977	2016	1366	1227	1337	1925	868	822	918	1275	2064	424	556	1449	880
"PSPTO_0799-GTP-binding protein, GTP1/Obg family "	558	774	478	693	341	672	147	251	262	392	433	224	256	496	390
PSPTO_0800-glutamate 5-kinase 	108	271	96	180	104	129	26	48	85	167	196	101	82	82	50
PSPTO_0801-creA protein 	28	56	34	136	59	60	38	52	27	97	148	42	39	85	67
PSPTO_0802-30S ribosomal protein S20 	919	1716	892	576	1565	2191	669	580	913	1199	1842	533	842	1277	895
PSPTO_0803-hypothetical protein 	0	0	6	0	2	2	0	0	6	8	47	2	50	3	13
"PSPTO_0804-membrane protein, MviN family "	139	171	159	101	130	192	60	75	117	170	198	86	90	214	86
PSPTO_0805-riboflavin biosynthesis protein RibF 	974	1008	442	645	580	1079	79	489	673	953	1122	640	591	864	559
PSPTO_0806-isoleucyl-tRNA synthetase 	1940	2984	1470	2138	1805	3162	757	1118	1408	1800	2688	1174	1268	1151	908
PSPTO_0807-lipoprotein signal peptidase 	254	211	162	194	225	263	24	107	167	191	393	117	137	148	62
PSPTO_0808-FKBP-type peptidyl-prolyl cis-trans isomerase 	469	1025	389	595	427	793	146	235	384	560	696	244	304	377	263
PSPTO_0809-hydroxymethylbutenyl pyrophosphate reductase 	560	967	473	712	494	922	179	343	322	423	733	301	326	651	569
PSPTO_0810-type IV pilus biogenesis protein 	0	4	5	2	1	10	1	2	0	3	10	2	0	16	8
PSPTO_0811-pillin 	71	85	16	34	33	48	3	15	21	36	65	21	27	86	47
PSPTO_0812-hypothetical protein 	25	45	32	31	16	33	6	8	23	23	22	10	4	40	43
PSPTO_0813-hypothetical protein 	52	55	39	18	36	71	9	7	35	37	95	19	33	48	28
PSPTO_0814-hypothetical protein 	56	67	30	59	45	66	15	37	42	50	40	26	23	94	44
PSPTO_0815-type IV pilus-associated protein 	247	452	175	460	267	430	156	177	183	278	363	203	305	909	662
PSPTO_0816-type IV pilus biogenesis protein 	75	99	37	62	48	77	28	33	55	84	103	57	28	81	48
"PSPTO_0817-oxidoreductase, FAD-binding protein "	91	150	139	142	94	183	26	73	75	130	151	97	97	116	105
PSPTO_0818-MarR family transcriptional regulator 	48	59	29	57	49	58	24	23	56	70	54	24	40	38	10
PSPTO_0819-hypothetical protein 	68	103	47	149	40	80	18	69	86	102	134	27	15	54	38
PSPTO_0820-AcrB/AcrD/AcrF family protein 	84	117	68	78	88	129	19	68	71	192	153	62	85	155	82
PSPTO_0821-RND family efflux transporter MFP subunit 	29	59	17	68	29	30	16	16	26	35	43	18	38	45	20
PSPTO_0822-TetR family transcriptional regulator 	43	64	18	48	52	110	17	30	43	61	111	31	49	42	16
PSPTO_0823-type 4 fimbriae expression regulatory protein pilR 	48	153	69	105	50	112	25	59	58	63	74	48	22	133	90
PSPTO_0824-sensor protein PilS 	74	146	47	96	76	101	33	52	74	94	109	46	53	309	175
PSPTO_0825-hypothetical protein 	26	33	30	16	21	51	2	17	12	24	38	11	16	95	50
PSPTO_0826-competence lipoprotein ComL 	1994	2958	1741	1687	1702	3267	925	1414	2003	2089	3119	922	988	1837	1083
PSPTO_0827-ribosomal large subunit pseudouridine synthase D 	1407	2279	852	1117	1049	2171	212	639	825	1139	1743	1214	1221	1171	727
PSPTO_0828-hypothetical protein 	214	258	119	127	176	297	64	75	123	126	259	110	107	100	69
PSPTO_0829-clpB protein 	944	1246	631	872	813	1164	481	628	1160	1477	1749	402	572	626	937
PSPTO_0831-clpB protein 	98	74	94	124	86	101	44	53	67	73	123	40	52	158	90
PSPTO_0832-clpB protein 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSPTO_0833-clpB protein 	25	4	21	18	45	58	12	23	48	72	104	16	19	58	26
PSPTO_0834-clpB protein 	176	247	135	324	137	149	61	71	49	128	137	55	68	57	2
PSPTO_0835-clpB protein 	175	254	185	165	126	188	40	52	115	99	192	75	89	17	5
PSPTO_0836-clpB protein 	135	61	74	153	114	160	18	27	67	121	112	37	58	8	4
PSPTO_0837-clpB protein 	32	22	18	30	40	69	9	10	9	49	35	18	16	5	0
PSPTO_0838-clpB protein 	434	428	203	365	256	368	35	65	163	235	325	140	191	96	34
PSPTO_0840-clpB protein 	118	187	116	141	177	190	41	102	190	265	277	133	151	517	319
PSPTO_0842-clpB protein 	14	18	8	11	5	6	2	6	7	28	9	11	6	55	56
PSPTO_0844-clpB protein 	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
PSPTO_0847-clpB protein 	7	6	3	11	8	14	1	2	8	6	15	9	0	25	9
PSPTO_0848-hypothetical protein 	68	70	33	66	43	71	20	22	50	48	48	18	30	60	42
PSPTO_0849-hypothetical protein 	33	50	23	34	50	77	52	35	40	35	60	37	29	74	56
PSPTO_0850-hypothetical protein 	2	7	0	23	3	24	0	2	4	6	12	1	1	10	4
